"Sample","chr1R","chr2R","chr3R","chr4R","chr5R","chr6R","chr7R","chrB","mean_A_cov","ratio_B_cov"
"3019517_R_783_DIV_22_4_S347_L002_R1_001",0.308249,0.307595,0.27663,0.342524,0.30594,0.368891,0.307868,0.0104308,0.316813857142857,0.032924064919599
"3019518_R_253_DIV_22_4_S276_L002_R1_001",0.23939,0.239273,0.21718,0.275545,0.238719,0.282534,0.233574,0.00890202,0.246602142857143,0.0360987130803521
"3019519_R_779_DIV_22_6_S286_L002_R1_001",0.300544,0.291805,0.288932,0.316241,0.293614,0.34418,0.316835,0.00991615,0.307450142857143,0.0322528716618862
"3019520_R_864_DIV_22_6_S297_L002_R1_001",0.283461,0.285117,0.256541,0.316417,0.272986,0.32245,0.275154,0.0098824,0.287446571428571,0.0343799543368556
"3019521_R_1022_DIV_22_6_S308_L002_R1_001",0.283268,0.28862,0.254379,0.315031,0.270381,0.331333,0.27234,0.0101827,0.287907428571429,0.0353679654968462
"3019522_R_1112_DIV_22_6_S318_L002_R1_001",0.274843,0.270856,0.257809,0.304001,0.282507,0.3128,0.289118,0.00757834,0.284562,0.0266315952235365
"3019523_R_2449_DIV_22_6_S328_L002_R1_001",0.302002,0.308959,0.284879,0.34591,0.315499,0.359584,0.313088,0.0104936,0.318560142857143,0.0329407185276967
"3019524_R_1201_DIV_22_1_S338_L002_R1_001",0.293577,0.282111,0.280077,0.330584,0.295217,0.344999,0.298216,0.0079277,0.303540142857143,0.0261174681061248
"3019525_R_1001_DIV_22_4_S348_L002_R1_001",0.290493,0.285161,0.262945,0.319412,0.284292,0.33597,0.279727,0.0103,0.294,0.0350340136054422
"3019526_R_253_DIV_22_5_S277_L002_R1_001",0.236822,0.252252,0.236402,0.28094,0.244426,0.261371,0.242821,0.00910313,0.250719142857143,0.0363080772224356
"3019527_R_783_DIV_22_1_S287_L002_R1_001",0.261468,0.270263,0.243599,0.296649,0.252233,0.298655,0.265148,0.00934426,0.269716428571429,0.0346447565300064
"3019528_R_1001_DIV_22_1_S298_L002_R1_001",0.271964,0.278485,0.255889,0.308052,0.274275,0.328848,0.277017,0.00942456,0.284932857142857,0.0330764240196939
"3019529_R_1091_DIV_22_1_S309_L002_R1_001",0.274016,0.273621,0.242548,0.299448,0.27459,0.287664,0.264887,0.00772102,0.273824857142857,0.0281969287980743
"3019530_R_2434_DIV_22_1_S319_L002_R1_001",0.279686,0.285477,0.261078,0.313908,0.277322,0.334324,0.293157,0.0107026,0.292136,0.0366356765342169
"3019531_R_1084_DIV_22_4_S329_L002_R1_001",0.294171,0.309865,0.265852,0.334196,0.307144,0.335395,0.288902,0.00807481,0.305075,0.0264682782922232
"3019532_R_1248_DIV_22_1_S339_L002_R1_001",0.361234,0.356537,0.338307,0.366968,0.344443,0.369495,0.364848,0.00865344,0.357404571428571,0.0242118895273544
"3019533_R_1091_DIV_22_4_S349_L002_R1_001",0.379872,0.380253,0.347896,0.413982,0.361005,0.416186,0.357249,0.0100062,0.379491857142857,0.0263673641783392
"3019534_R_253_DIV_22_6_S278_L002_R1_001",0.27322,0.28509,0.261527,0.314682,0.293662,0.324893,0.282067,0.009935,0.290734428571429,0.0341720794775399
"3019535_R_783_DIV_22_2_S288_L002_R1_001",0.27692,0.26606,0.255024,0.31131,0.254967,0.328106,0.279078,0.010468,0.281637857142857,0.0371682987017269
"3019536_R_1001_DIV_22_2_S299_L002_R1_001",0.320909,0.319162,0.29036,0.353064,0.312081,0.371772,0.322523,0.0110576,0.327124428571429,0.033802428171718
"3019537_R_1091_DIV_22_2_S310_L002_R1_001",0.346425,0.360424,0.330897,0.38283,0.351198,0.407595,0.355441,0.0102376,0.362115714285714,0.0282716258812298
"3019538_R_2434_DIV_22_2_S320_L002_R1_001",0.299237,0.310755,0.262251,0.32969,0.289609,0.34089,0.312721,0.0102276,0.306450428571429,0.0333744026649847
"3019539_R_1185_DIV_22_4_S330_L002_R1_001",0.278368,0.263266,0.253009,0.304074,0.272683,0.312956,0.271846,0.00706511,0.279457428571429,0.0252815251185716
"3019540_R_1319_DIV_22_1_S340_L002_R1_001",0.352855,0.333576,0.333985,0.377836,0.351268,0.391103,0.345267,0.00861247,0.355127142857143,0.0242517931203714
"3019541_R_2434_DIV_22_4_S350_L002_R1_001",0.278669,0.295368,0.277774,0.334426,0.306088,0.341684,0.301013,0.0105439,0.305003142857143,0.0345698077115833
"3019542_R_687_DIV_22_2_S279_L002_R1_001",0.299576,0.28921,0.276418,0.317311,0.287286,0.334452,0.295375,0.00793073,0.299946857142857,0.0264404504035953
"3019543_R_783_DIV_22_3_S289_L002_R1_001",0.288685,0.276903,0.264915,0.313838,0.267231,0.334922,0.286341,0.00988053,0.290405,0.0340232778361254
"3019544_LO7_S300_L002_R1_001",0.355171,0.337818,0.310837,0.389569,0.347217,0.384659,0.326014,0.000267671,0.350183571428571,0.000764373379676374
