GO	gene_id
GO:0015074	S.CEREALE.LO7.r2.5RG00461820
GO:0003919	S.CEREALE.LO7.r2.5RG00461910
GO:0009231	S.CEREALE.LO7.r2.5RG00461910
GO:0003824	S.CEREALE.LO7.r2.5RG00462030
GO:0005992	S.CEREALE.LO7.r2.5RG00462030
GO:0003677	S.CEREALE.LO7.r2.5RG00462040
GO:0003700	S.CEREALE.LO7.r2.5RG00462040
GO:0006355	S.CEREALE.LO7.r2.5RG00462040
GO:0051536	S.CEREALE.LO7.r2.5RG00462120
GO:0009055	S.CEREALE.LO7.r2.5RG00462120
GO:0006099	S.CEREALE.LO7.r2.5RG00462120
GO:0016491	S.CEREALE.LO7.r2.5RG00462120
GO:0005515	S.CEREALE.LO7.r2.5RG00462170
GO:0008233	S.CEREALE.LO7.r2.5RG00462170
GO:0008237	S.CEREALE.LO7.r2.5RG00462170
GO:0000398	S.CEREALE.LO7.r2.5RG00462170
GO:0030623	S.CEREALE.LO7.r2.5RG00462170
GO:0017070	S.CEREALE.LO7.r2.5RG00462170
GO:0003723	S.CEREALE.LO7.r2.5RG00462170
GO:0022857	S.CEREALE.LO7.r2.5RG00462200
GO:0055085	S.CEREALE.LO7.r2.5RG00462200
GO:0022857	S.CEREALE.LO7.r2.5RG00462210
GO:0055085	S.CEREALE.LO7.r2.5RG00462210
GO:0022857	S.CEREALE.LO7.r2.5RG00462220
GO:0055085	S.CEREALE.LO7.r2.5RG00462220
GO:0022857	S.CEREALE.LO7.r2.5RG00462230
GO:0055085	S.CEREALE.LO7.r2.5RG00462230
GO:0004499	S.CEREALE.LO7.r2.5RG00462250
GO:0050660	S.CEREALE.LO7.r2.5RG00462250
GO:0050661	S.CEREALE.LO7.r2.5RG00462250
GO:0005515	S.CEREALE.LO7.r2.5RG00462260
GO:0005515	S.CEREALE.LO7.r2.5RG00462270
GO:0003723	S.CEREALE.LO7.r2.5RG00462310
GO:0016020	S.CEREALE.LO7.r2.5RG00462330
GO:0006508	S.CEREALE.LO7.r2.5RG00462340
GO:0008236	S.CEREALE.LO7.r2.5RG00462340
GO:0004252	S.CEREALE.LO7.r2.5RG00462340
GO:0004672	S.CEREALE.LO7.r2.5RG00462360
GO:0005524	S.CEREALE.LO7.r2.5RG00462360
GO:0006468	S.CEREALE.LO7.r2.5RG00462360
GO:0009058	S.CEREALE.LO7.r2.5RG00462370
GO:0016844	S.CEREALE.LO7.r2.5RG00462370
GO:0009058	S.CEREALE.LO7.r2.5RG00462380
GO:0016844	S.CEREALE.LO7.r2.5RG00462380
GO:0000015	S.CEREALE.LO7.r2.5RG00462390
GO:0000287	S.CEREALE.LO7.r2.5RG00462390
GO:0004634	S.CEREALE.LO7.r2.5RG00462390
GO:0006096	S.CEREALE.LO7.r2.5RG00462390
GO:0003714	S.CEREALE.LO7.r2.5RG00462400
GO:0016740	S.CEREALE.LO7.r2.5RG00462410
GO:0016740	S.CEREALE.LO7.r2.5RG00462420
GO:0004672	S.CEREALE.LO7.r2.5RG00462450
GO:0005524	S.CEREALE.LO7.r2.5RG00462450
GO:0006468	S.CEREALE.LO7.r2.5RG00462450
GO:0004672	S.CEREALE.LO7.r2.5RG00462460
GO:0005524	S.CEREALE.LO7.r2.5RG00462460
GO:0006468	S.CEREALE.LO7.r2.5RG00462460
GO:0000723	S.CEREALE.LO7.r2.5RG00462480
GO:0046983	S.CEREALE.LO7.r2.5RG00462500
GO:0005515	S.CEREALE.LO7.r2.5RG00462510
GO:0008270	S.CEREALE.LO7.r2.5RG00462570
GO:0015079	S.CEREALE.LO7.r2.5RG00462590
GO:0016020	S.CEREALE.LO7.r2.5RG00462590
GO:0071805	S.CEREALE.LO7.r2.5RG00462590
GO:0004842	S.CEREALE.LO7.r2.5RG00462600
GO:0016567	S.CEREALE.LO7.r2.5RG00462600
GO:0005515	S.CEREALE.LO7.r2.5RG00462600
GO:0046983	S.CEREALE.LO7.r2.5RG00462610
GO:0008194	S.CEREALE.LO7.r2.5RG00462620
GO:0003677	S.CEREALE.LO7.r2.5RG00462630
GO:0006355	S.CEREALE.LO7.r2.5RG00462630
GO:0043565	S.CEREALE.LO7.r2.5RG00462630
GO:0003676	S.CEREALE.LO7.r2.5RG00462650
GO:0006397	S.CEREALE.LO7.r2.5RG00462650
GO:0003723	S.CEREALE.LO7.r2.5RG00462650
GO:0003677	S.CEREALE.LO7.r2.5RG00462660
GO:0003677	S.CEREALE.LO7.r2.5RG00462670
GO:0046983	S.CEREALE.LO7.r2.5RG00462670
GO:0003676	S.CEREALE.LO7.r2.5RG00462690
GO:0006397	S.CEREALE.LO7.r2.5RG00462690
GO:0003723	S.CEREALE.LO7.r2.5RG00462690
GO:0015986	S.CEREALE.LO7.r2.5RG00462700
GO:0045261	S.CEREALE.LO7.r2.5RG00462700
GO:0046933	S.CEREALE.LO7.r2.5RG00462700
GO:0005524	S.CEREALE.LO7.r2.5RG00462700
GO:0046034	S.CEREALE.LO7.r2.5RG00462700
GO:1902600	S.CEREALE.LO7.r2.5RG00462700
GO:0015986	S.CEREALE.LO7.r2.5RG00462710
GO:0045261	S.CEREALE.LO7.r2.5RG00462710
GO:0046933	S.CEREALE.LO7.r2.5RG00462710
GO:0016651	S.CEREALE.LO7.r2.5RG00462740
GO:0048038	S.CEREALE.LO7.r2.5RG00462740
GO:0051287	S.CEREALE.LO7.r2.5RG00462740
GO:0016651	S.CEREALE.LO7.r2.5RG00462750
GO:0048038	S.CEREALE.LO7.r2.5RG00462750
GO:0051287	S.CEREALE.LO7.r2.5RG00462750
GO:0008137	S.CEREALE.LO7.r2.5RG00462780
GO:0042773	S.CEREALE.LO7.r2.5RG00462780
GO:0008137	S.CEREALE.LO7.r2.5RG00462800
GO:0003735	S.CEREALE.LO7.r2.5RG00462810
GO:0005840	S.CEREALE.LO7.r2.5RG00462810
GO:0006412	S.CEREALE.LO7.r2.5RG00462810
GO:0015935	S.CEREALE.LO7.r2.5RG00462810
GO:0035673	S.CEREALE.LO7.r2.5RG00462830
GO:0003676	S.CEREALE.LO7.r2.5RG00462870
GO:0008270	S.CEREALE.LO7.r2.5RG00462870
GO:0016020	S.CEREALE.LO7.r2.5RG00462890
GO:0022857	S.CEREALE.LO7.r2.5RG00462890
GO:0055085	S.CEREALE.LO7.r2.5RG00462890
GO:0003677	S.CEREALE.LO7.r2.5RG00462910
GO:0046983	S.CEREALE.LO7.r2.5RG00462910
GO:0003677	S.CEREALE.LO7.r2.5RG00462930
GO:0046983	S.CEREALE.LO7.r2.5RG00462930
GO:0006508	S.CEREALE.LO7.r2.5RG00462960
GO:0008234	S.CEREALE.LO7.r2.5RG00462960
GO:0008237	S.CEREALE.LO7.r2.5RG00463050
GO:0008270	S.CEREALE.LO7.r2.5RG00463050
GO:0005515	S.CEREALE.LO7.r2.5RG00463070
GO:0005515	S.CEREALE.LO7.r2.5RG00463100
GO:0005515	S.CEREALE.LO7.r2.5RG00463110
GO:0005515	S.CEREALE.LO7.r2.5RG00463120
GO:0005515	S.CEREALE.LO7.r2.5RG00463150
GO:0003676	S.CEREALE.LO7.r2.5RG00463170
GO:0006139	S.CEREALE.LO7.r2.5RG00463170
GO:0008408	S.CEREALE.LO7.r2.5RG00463170
GO:0043531	S.CEREALE.LO7.r2.5RG00463200
GO:0005515	S.CEREALE.LO7.r2.5RG00463230
GO:0005515	S.CEREALE.LO7.r2.5RG00463240
GO:0003677	S.CEREALE.LO7.r2.5RG00463250
GO:0004672	S.CEREALE.LO7.r2.5RG00463290
GO:0005524	S.CEREALE.LO7.r2.5RG00463290
GO:0006468	S.CEREALE.LO7.r2.5RG00463290
GO:0003676	S.CEREALE.LO7.r2.5RG00463320
GO:0005524	S.CEREALE.LO7.r2.5RG00463320
GO:0005515	S.CEREALE.LO7.r2.5RG00463330
GO:0005515	S.CEREALE.LO7.r2.5RG00463340
GO:0008270	S.CEREALE.LO7.r2.5RG00463360
GO:0004842	S.CEREALE.LO7.r2.5RG00463370
GO:0016567	S.CEREALE.LO7.r2.5RG00463370
GO:0005515	S.CEREALE.LO7.r2.5RG00463370
GO:0003682	S.CEREALE.LO7.r2.5RG00463420
GO:0051225	S.CEREALE.LO7.r2.5RG00463430
GO:0070652	S.CEREALE.LO7.r2.5RG00463430
GO:0003824	S.CEREALE.LO7.r2.5RG00463460
GO:0006629	S.CEREALE.LO7.r2.5RG00463480
GO:0006633	S.CEREALE.LO7.r2.5RG00463520
GO:0050080	S.CEREALE.LO7.r2.5RG00463520
GO:0004553	S.CEREALE.LO7.r2.5RG00463530
GO:0005975	S.CEREALE.LO7.r2.5RG00463530
GO:0016020	S.CEREALE.LO7.r2.5RG00463540
GO:0022857	S.CEREALE.LO7.r2.5RG00463540
GO:0055085	S.CEREALE.LO7.r2.5RG00463540
GO:0003824	S.CEREALE.LO7.r2.5RG00463550
GO:0005509	S.CEREALE.LO7.r2.5RG00463570
GO:0005544	S.CEREALE.LO7.r2.5RG00463570
GO:0003677	S.CEREALE.LO7.r2.5RG00463620
GO:0004553	S.CEREALE.LO7.r2.5RG00463650
GO:0005975	S.CEREALE.LO7.r2.5RG00463650
GO:0005618	S.CEREALE.LO7.r2.5RG00463650
GO:0016762	S.CEREALE.LO7.r2.5RG00463650
GO:0044042	S.CEREALE.LO7.r2.5RG00463650
GO:0048046	S.CEREALE.LO7.r2.5RG00463650
GO:0005384	S.CEREALE.LO7.r2.5RG00463670
GO:0030026	S.CEREALE.LO7.r2.5RG00463670
GO:0003824	S.CEREALE.LO7.r2.5RG00463690
GO:0005992	S.CEREALE.LO7.r2.5RG00463690
GO:0016740	S.CEREALE.LO7.r2.5RG00463700
GO:0016846	S.CEREALE.LO7.r2.5RG00463710
GO:0004842	S.CEREALE.LO7.r2.5RG00463750
GO:0016567	S.CEREALE.LO7.r2.5RG00463750
GO:0004672	S.CEREALE.LO7.r2.5RG00463750
GO:0005524	S.CEREALE.LO7.r2.5RG00463750
GO:0006468	S.CEREALE.LO7.r2.5RG00463750
GO:0006289	S.CEREALE.LO7.r2.5RG00463780
GO:0003684	S.CEREALE.LO7.r2.5RG00463780
GO:0043161	S.CEREALE.LO7.r2.5RG00463780
GO:0005515	S.CEREALE.LO7.r2.5RG00463780
GO:0004497	S.CEREALE.LO7.r2.5RG00463790
GO:0005506	S.CEREALE.LO7.r2.5RG00463790
GO:0016705	S.CEREALE.LO7.r2.5RG00463790
GO:0020037	S.CEREALE.LO7.r2.5RG00463790
GO:0046488	S.CEREALE.LO7.r2.5RG00463810
GO:0052742	S.CEREALE.LO7.r2.5RG00463810
GO:0005524	S.CEREALE.LO7.r2.5RG00463810
GO:0003700	S.CEREALE.LO7.r2.5RG00463820
GO:0005634	S.CEREALE.LO7.r2.5RG00463820
GO:0006355	S.CEREALE.LO7.r2.5RG00463820
GO:0003677	S.CEREALE.LO7.r2.5RG00463830
GO:0004518	S.CEREALE.LO7.r2.5RG00463830
GO:0003677	S.CEREALE.LO7.r2.5RG00463860
GO:0000786	S.CEREALE.LO7.r2.5RG00463860
GO:0006334	S.CEREALE.LO7.r2.5RG00463860
GO:0005515	S.CEREALE.LO7.r2.5RG00463870
GO:0005515	S.CEREALE.LO7.r2.5RG00463890
GO:0016020	S.CEREALE.LO7.r2.5RG00463900
GO:0140359	S.CEREALE.LO7.r2.5RG00463900
GO:0005524	S.CEREALE.LO7.r2.5RG00463900
GO:0004672	S.CEREALE.LO7.r2.5RG00464010
GO:0005524	S.CEREALE.LO7.r2.5RG00464010
GO:0006468	S.CEREALE.LO7.r2.5RG00464010
GO:0005515	S.CEREALE.LO7.r2.5RG00464010
GO:0004842	S.CEREALE.LO7.r2.5RG00464070
GO:0016567	S.CEREALE.LO7.r2.5RG00464070
GO:0004672	S.CEREALE.LO7.r2.5RG00464070
GO:0006468	S.CEREALE.LO7.r2.5RG00464070
GO:0004842	S.CEREALE.LO7.r2.5RG00464130
GO:0016567	S.CEREALE.LO7.r2.5RG00464130
GO:0004672	S.CEREALE.LO7.r2.5RG00464130
GO:0005524	S.CEREALE.LO7.r2.5RG00464130
GO:0006468	S.CEREALE.LO7.r2.5RG00464130
GO:0016020	S.CEREALE.LO7.r2.5RG00464140
GO:0005524	S.CEREALE.LO7.r2.5RG00464180
GO:0006298	S.CEREALE.LO7.r2.5RG00464180
GO:0030983	S.CEREALE.LO7.r2.5RG00464180
GO:0046872	S.CEREALE.LO7.r2.5RG00464230
GO:0016746	S.CEREALE.LO7.r2.5RG00464240
GO:0004672	S.CEREALE.LO7.r2.5RG00464250
GO:0006468	S.CEREALE.LO7.r2.5RG00464250
GO:0008237	S.CEREALE.LO7.r2.5RG00464290
GO:0008270	S.CEREALE.LO7.r2.5RG00464290
GO:0003676	S.CEREALE.LO7.r2.5RG00464340
GO:0006139	S.CEREALE.LO7.r2.5RG00464340
GO:0008408	S.CEREALE.LO7.r2.5RG00464340
GO:0003676	S.CEREALE.LO7.r2.5RG00464350
GO:0006139	S.CEREALE.LO7.r2.5RG00464350
GO:0008408	S.CEREALE.LO7.r2.5RG00464350
GO:0006629	S.CEREALE.LO7.r2.5RG00464390
GO:0008374	S.CEREALE.LO7.r2.5RG00464390
GO:0004497	S.CEREALE.LO7.r2.5RG00464420
GO:0005506	S.CEREALE.LO7.r2.5RG00464420
GO:0016705	S.CEREALE.LO7.r2.5RG00464420
GO:0020037	S.CEREALE.LO7.r2.5RG00464420
GO:0008270	S.CEREALE.LO7.r2.5RG00464430
GO:0004672	S.CEREALE.LO7.r2.5RG00464450
GO:0006468	S.CEREALE.LO7.r2.5RG00464450
GO:0003712	S.CEREALE.LO7.r2.5RG00464470
GO:0006357	S.CEREALE.LO7.r2.5RG00464470
GO:0016592	S.CEREALE.LO7.r2.5RG00464470
GO:0004672	S.CEREALE.LO7.r2.5RG00464490
GO:0005524	S.CEREALE.LO7.r2.5RG00464490
GO:0006468	S.CEREALE.LO7.r2.5RG00464490
GO:0048544	S.CEREALE.LO7.r2.5RG00464490
GO:0005515	S.CEREALE.LO7.r2.5RG00464500
GO:0005515	S.CEREALE.LO7.r2.5RG00464520
GO:0005515	S.CEREALE.LO7.r2.5RG00464540
GO:0005515	S.CEREALE.LO7.r2.5RG00472820
GO:0004177	S.CEREALE.LO7.r2.5RG00472860
GO:0006508	S.CEREALE.LO7.r2.5RG00472860
GO:0008270	S.CEREALE.LO7.r2.5RG00472860
GO:0015031	S.CEREALE.LO7.r2.5RG00472880
GO:0016020	S.CEREALE.LO7.r2.5RG00472880
GO:0015031	S.CEREALE.LO7.r2.5RG00472890
GO:0016020	S.CEREALE.LO7.r2.5RG00472890
GO:0005515	S.CEREALE.LO7.r2.5RG00472970
GO:0005515	S.CEREALE.LO7.r2.5RG00473000
GO:0015969	S.CEREALE.LO7.r2.5RG00473020
GO:0006508	S.CEREALE.LO7.r2.5RG00473040
GO:0008234	S.CEREALE.LO7.r2.5RG00473040
GO:0005515	S.CEREALE.LO7.r2.5RG00473050
GO:0004672	S.CEREALE.LO7.r2.5RG00473070
GO:0006468	S.CEREALE.LO7.r2.5RG00473070
GO:0004672	S.CEREALE.LO7.r2.5RG00473080
GO:0006468	S.CEREALE.LO7.r2.5RG00473080
GO:0004672	S.CEREALE.LO7.r2.5RG00473090
GO:0006468	S.CEREALE.LO7.r2.5RG00473090
GO:0004672	S.CEREALE.LO7.r2.5RG00473100
GO:0006468	S.CEREALE.LO7.r2.5RG00473100
GO:0006364	S.CEREALE.LO7.r2.5RG00473130
GO:0019843	S.CEREALE.LO7.r2.5RG00473130
GO:0016788	S.CEREALE.LO7.r2.5RG00473140
GO:0003723	S.CEREALE.LO7.r2.5RG00473150
GO:0004497	S.CEREALE.LO7.r2.5RG00473180
GO:0005506	S.CEREALE.LO7.r2.5RG00473180
GO:0016705	S.CEREALE.LO7.r2.5RG00473180
GO:0020037	S.CEREALE.LO7.r2.5RG00473180
GO:0004497	S.CEREALE.LO7.r2.5RG00473200
GO:0005506	S.CEREALE.LO7.r2.5RG00473200
GO:0016705	S.CEREALE.LO7.r2.5RG00473200
GO:0020037	S.CEREALE.LO7.r2.5RG00473200
GO:0004497	S.CEREALE.LO7.r2.5RG00473210
GO:0005506	S.CEREALE.LO7.r2.5RG00473210
GO:0016705	S.CEREALE.LO7.r2.5RG00473210
GO:0020037	S.CEREALE.LO7.r2.5RG00473210
GO:0000049	S.CEREALE.LO7.r2.5RG00473230
GO:0002098	S.CEREALE.LO7.r2.5RG00473230
GO:0034227	S.CEREALE.LO7.r2.5RG00473230
GO:0000049	S.CEREALE.LO7.r2.5RG00473240
GO:0004812	S.CEREALE.LO7.r2.5RG00473240
GO:0005524	S.CEREALE.LO7.r2.5RG00473240
GO:0043039	S.CEREALE.LO7.r2.5RG00473240
GO:0000166	S.CEREALE.LO7.r2.5RG00473240
GO:0004826	S.CEREALE.LO7.r2.5RG00473240
GO:0005737	S.CEREALE.LO7.r2.5RG00473240
GO:0006432	S.CEREALE.LO7.r2.5RG00473240
GO:0006508	S.CEREALE.LO7.r2.5RG00473260
GO:0008236	S.CEREALE.LO7.r2.5RG00473260
GO:0004252	S.CEREALE.LO7.r2.5RG00473260
GO:0003714	S.CEREALE.LO7.r2.5RG00473300
GO:0006351	S.CEREALE.LO7.r2.5RG00473300
GO:0005375	S.CEREALE.LO7.r2.5RG00473310
GO:0016020	S.CEREALE.LO7.r2.5RG00473310
GO:0035434	S.CEREALE.LO7.r2.5RG00473310
GO:0016491	S.CEREALE.LO7.r2.5RG00473320
GO:0004672	S.CEREALE.LO7.r2.5RG00473350
GO:0005524	S.CEREALE.LO7.r2.5RG00473350
GO:0006468	S.CEREALE.LO7.r2.5RG00473350
GO:0005515	S.CEREALE.LO7.r2.5RG00473350
GO:0016020	S.CEREALE.LO7.r2.5RG00473430
GO:0000145	S.CEREALE.LO7.r2.5RG00473450
GO:0005546	S.CEREALE.LO7.r2.5RG00473450
GO:0006887	S.CEREALE.LO7.r2.5RG00473450
GO:0004650	S.CEREALE.LO7.r2.5RG00473480
GO:0005975	S.CEREALE.LO7.r2.5RG00473480
GO:0005515	S.CEREALE.LO7.r2.5RG00473500
GO:0005524	S.CEREALE.LO7.r2.5RG00473510
GO:0006457	S.CEREALE.LO7.r2.5RG00473510
GO:0044183	S.CEREALE.LO7.r2.5RG00473510
GO:0016788	S.CEREALE.LO7.r2.5RG00473580
GO:0016788	S.CEREALE.LO7.r2.5RG00473600
GO:0004601	S.CEREALE.LO7.r2.5RG00473670
GO:0050664	S.CEREALE.LO7.r2.5RG00473670
GO:0016491	S.CEREALE.LO7.r2.5RG00473670
GO:0051536	S.CEREALE.LO7.r2.5RG00473680
GO:0009733	S.CEREALE.LO7.r2.5RG00473710
GO:0043531	S.CEREALE.LO7.r2.5RG00473720
GO:0043531	S.CEREALE.LO7.r2.5RG00473750
GO:0005515	S.CEREALE.LO7.r2.5RG00473750
GO:0009733	S.CEREALE.LO7.r2.5RG00473760
GO:0004222	S.CEREALE.LO7.r2.5RG00473780
GO:0016020	S.CEREALE.LO7.r2.5RG00473780
GO:0071586	S.CEREALE.LO7.r2.5RG00473780
GO:0005515	S.CEREALE.LO7.r2.5RG00473790
GO:0004672	S.CEREALE.LO7.r2.5RG00473800
GO:0006468	S.CEREALE.LO7.r2.5RG00473800
GO:0005515	S.CEREALE.LO7.r2.5RG00473800
GO:0005515	S.CEREALE.LO7.r2.5RG00473820
GO:0005515	S.CEREALE.LO7.r2.5RG00473830
GO:0005515	S.CEREALE.LO7.r2.5RG00473840
GO:0005515	S.CEREALE.LO7.r2.5RG00473850
GO:0008270	S.CEREALE.LO7.r2.5RG00473870
GO:0046872	S.CEREALE.LO7.r2.5RG00473870
GO:0008270	S.CEREALE.LO7.r2.5RG00473880
GO:0004568	S.CEREALE.LO7.r2.5RG00473890
GO:0006032	S.CEREALE.LO7.r2.5RG00473890
GO:0016998	S.CEREALE.LO7.r2.5RG00473890
GO:0003677	S.CEREALE.LO7.r2.5RG00473920
GO:0003700	S.CEREALE.LO7.r2.5RG00473920
GO:0006355	S.CEREALE.LO7.r2.5RG00473920
GO:0003676	S.CEREALE.LO7.r2.5RG00473960
GO:0006139	S.CEREALE.LO7.r2.5RG00473960
GO:0008408	S.CEREALE.LO7.r2.5RG00473960
GO:0003677	S.CEREALE.LO7.r2.5RG00473970
GO:0009058	S.CEREALE.LO7.r2.5RG00473980
GO:0030170	S.CEREALE.LO7.r2.5RG00473980
GO:0030599	S.CEREALE.LO7.r2.5RG00474080
GO:0042545	S.CEREALE.LO7.r2.5RG00474080
GO:0004857	S.CEREALE.LO7.r2.5RG00474080
GO:0004672	S.CEREALE.LO7.r2.5RG00474090
GO:0005524	S.CEREALE.LO7.r2.5RG00474090
GO:0006468	S.CEREALE.LO7.r2.5RG00474090
GO:0046982	S.CEREALE.LO7.r2.5RG00474100
GO:0046982	S.CEREALE.LO7.r2.5RG00474110
GO:0006486	S.CEREALE.LO7.r2.5RG00474120
GO:0016020	S.CEREALE.LO7.r2.5RG00474120
GO:0016758	S.CEREALE.LO7.r2.5RG00474120
GO:0006486	S.CEREALE.LO7.r2.5RG00474130
GO:0016020	S.CEREALE.LO7.r2.5RG00474130
GO:0016758	S.CEREALE.LO7.r2.5RG00474130
GO:0006486	S.CEREALE.LO7.r2.5RG00474140
GO:0016020	S.CEREALE.LO7.r2.5RG00474140
GO:0016758	S.CEREALE.LO7.r2.5RG00474140
GO:0006486	S.CEREALE.LO7.r2.5RG00474150
GO:0016020	S.CEREALE.LO7.r2.5RG00474150
GO:0016758	S.CEREALE.LO7.r2.5RG00474150
GO:0005524	S.CEREALE.LO7.r2.5RG00474170
GO:0016887	S.CEREALE.LO7.r2.5RG00474170
GO:0005515	S.CEREALE.LO7.r2.5RG00474190
GO:0015074	S.CEREALE.LO7.r2.5RG00474230
GO:0005634	S.CEREALE.LO7.r2.5RG00474320
GO:0006352	S.CEREALE.LO7.r2.5RG00474320
GO:0008270	S.CEREALE.LO7.r2.5RG00474330
GO:0015276	S.CEREALE.LO7.r2.5RG00474350
GO:0016020	S.CEREALE.LO7.r2.5RG00474350
GO:0015276	S.CEREALE.LO7.r2.5RG00474360
GO:0016020	S.CEREALE.LO7.r2.5RG00474360
GO:0015276	S.CEREALE.LO7.r2.5RG00474370
GO:0016020	S.CEREALE.LO7.r2.5RG00474370
GO:0015276	S.CEREALE.LO7.r2.5RG00474390
GO:0016020	S.CEREALE.LO7.r2.5RG00474390
GO:0015276	S.CEREALE.LO7.r2.5RG00474400
GO:0016020	S.CEREALE.LO7.r2.5RG00474400
GO:0015276	S.CEREALE.LO7.r2.5RG00474410
GO:0016020	S.CEREALE.LO7.r2.5RG00474410
GO:0015276	S.CEREALE.LO7.r2.5RG00474430
GO:0016020	S.CEREALE.LO7.r2.5RG00474430
GO:0015276	S.CEREALE.LO7.r2.5RG00474440
GO:0016020	S.CEREALE.LO7.r2.5RG00474440
GO:0008757	S.CEREALE.LO7.r2.5RG00474520
GO:0015276	S.CEREALE.LO7.r2.5RG00474690
GO:0016020	S.CEREALE.LO7.r2.5RG00474690
GO:0015276	S.CEREALE.LO7.r2.5RG00474720
GO:0016020	S.CEREALE.LO7.r2.5RG00474720
GO:0003743	S.CEREALE.LO7.r2.5RG00474740
GO:0005852	S.CEREALE.LO7.r2.5RG00474740
GO:0006413	S.CEREALE.LO7.r2.5RG00474740
GO:0031369	S.CEREALE.LO7.r2.5RG00474740
GO:0005506	S.CEREALE.LO7.r2.5RG00474770
GO:0008610	S.CEREALE.LO7.r2.5RG00474770
GO:0016491	S.CEREALE.LO7.r2.5RG00474770
GO:0016020	S.CEREALE.LO7.r2.5RG00474800
GO:0016020	S.CEREALE.LO7.r2.5RG00474810
GO:0016020	S.CEREALE.LO7.r2.5RG00474820
GO:0004014	S.CEREALE.LO7.r2.5RG00474900
GO:0008295	S.CEREALE.LO7.r2.5RG00474900
GO:0006597	S.CEREALE.LO7.r2.5RG00474900
GO:0003677	S.CEREALE.LO7.r2.5RG00474920
GO:0003700	S.CEREALE.LO7.r2.5RG00474920
GO:0006355	S.CEREALE.LO7.r2.5RG00474920
GO:0003824	S.CEREALE.LO7.r2.5RG00474940
GO:0005992	S.CEREALE.LO7.r2.5RG00474940
GO:0005515	S.CEREALE.LO7.r2.5RG00475020
GO:0016020	S.CEREALE.LO7.r2.5RG00475040
GO:0016760	S.CEREALE.LO7.r2.5RG00475040
GO:0030244	S.CEREALE.LO7.r2.5RG00475040
GO:0004672	S.CEREALE.LO7.r2.5RG00475060
GO:0005524	S.CEREALE.LO7.r2.5RG00475060
GO:0006468	S.CEREALE.LO7.r2.5RG00475060
GO:0005515	S.CEREALE.LO7.r2.5RG00475060
GO:0016020	S.CEREALE.LO7.r2.5RG00475100
GO:0003676	S.CEREALE.LO7.r2.5RG00475120
GO:0006139	S.CEREALE.LO7.r2.5RG00475120
GO:0008408	S.CEREALE.LO7.r2.5RG00475120
GO:0009247	S.CEREALE.LO7.r2.5RG00475140
GO:0016758	S.CEREALE.LO7.r2.5RG00475140
GO:0003824	S.CEREALE.LO7.r2.5RG00475200
GO:0005992	S.CEREALE.LO7.r2.5RG00475200
GO:0005515	S.CEREALE.LO7.r2.5RG00475210
GO:0003824	S.CEREALE.LO7.r2.5RG00475270
GO:0003777	S.CEREALE.LO7.r2.5RG00475280
GO:0005524	S.CEREALE.LO7.r2.5RG00475280
GO:0007018	S.CEREALE.LO7.r2.5RG00475280
GO:0008017	S.CEREALE.LO7.r2.5RG00475280
GO:0005515	S.CEREALE.LO7.r2.5RG00475290
GO:0005515	S.CEREALE.LO7.r2.5RG00475300
GO:0005507	S.CEREALE.LO7.r2.5RG00475310
GO:0005758	S.CEREALE.LO7.r2.5RG00475310
GO:0016531	S.CEREALE.LO7.r2.5RG00475310
GO:0005515	S.CEREALE.LO7.r2.5RG00475320
GO:0003824	S.CEREALE.LO7.r2.5RG00475330
GO:0006281	S.CEREALE.LO7.r2.5RG00475330
GO:0006284	S.CEREALE.LO7.r2.5RG00475330
GO:0008725	S.CEREALE.LO7.r2.5RG00475330
GO:0008270	S.CEREALE.LO7.r2.5RG00475340
GO:0046872	S.CEREALE.LO7.r2.5RG00475340
GO:0008270	S.CEREALE.LO7.r2.5RG00475360
GO:0017025	S.CEREALE.LO7.r2.5RG00475370
GO:0005737	S.CEREALE.LO7.r2.5RG00475400
GO:0006511	S.CEREALE.LO7.r2.5RG00475400
GO:0007275	S.CEREALE.LO7.r2.5RG00475400
GO:0004672	S.CEREALE.LO7.r2.5RG00475410
GO:0005524	S.CEREALE.LO7.r2.5RG00475410
GO:0006468	S.CEREALE.LO7.r2.5RG00475410
GO:0007165	S.CEREALE.LO7.r2.5RG00475410
GO:0004672	S.CEREALE.LO7.r2.5RG00475420
GO:0005524	S.CEREALE.LO7.r2.5RG00475420
GO:0006468	S.CEREALE.LO7.r2.5RG00475420
GO:0007165	S.CEREALE.LO7.r2.5RG00475420
GO:0003700	S.CEREALE.LO7.r2.5RG00475460
GO:0006355	S.CEREALE.LO7.r2.5RG00475460
GO:0043565	S.CEREALE.LO7.r2.5RG00475460
GO:0003700	S.CEREALE.LO7.r2.5RG00475480
GO:0006355	S.CEREALE.LO7.r2.5RG00475480
GO:0043565	S.CEREALE.LO7.r2.5RG00475480
GO:0003700	S.CEREALE.LO7.r2.5RG00475490
GO:0006355	S.CEREALE.LO7.r2.5RG00475490
GO:0043565	S.CEREALE.LO7.r2.5RG00475490
GO:0046983	S.CEREALE.LO7.r2.5RG00475530
GO:0005515	S.CEREALE.LO7.r2.5RG00475600
GO:0016020	S.CEREALE.LO7.r2.5RG00475630
GO:0022857	S.CEREALE.LO7.r2.5RG00475630
GO:0055085	S.CEREALE.LO7.r2.5RG00475630
GO:0003872	S.CEREALE.LO7.r2.5RG00475640
