# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
S.CEREALE.LO7.r2.5RG00432990	S.CEREALE.LO7.r2.5RG00432990	S.CEREALE.LO7.r2.5RG00432990.1	protein_coding	0	1	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00433000	S.CEREALE.LO7.r2.5RG00433000	S.CEREALE.LO7.r2.5RG00433000.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
S.CEREALE.LO7.r2.5RG00433030	S.CEREALE.LO7.r2.5RG00433030	S.CEREALE.LO7.r2.5RG00433030.1	protein_coding	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00433040	S.CEREALE.LO7.r2.5RG00433040	S.CEREALE.LO7.r2.5RG00433040.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00433340	S.CEREALE.LO7.r2.5RG00433340	S.CEREALE.LO7.r2.5RG00433340.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
S.CEREALE.LO7.r2.5RG00433340	S.CEREALE.LO7.r2.5RG00433340	S.CEREALE.LO7.r2.5RG00433340.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
S.CEREALE.LO7.r2.5RG00433350	S.CEREALE.LO7.r2.5RG00433350	S.CEREALE.LO7.r2.5RG00433350.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
S.CEREALE.LO7.r2.5RG00433360	S.CEREALE.LO7.r2.5RG00433360	S.CEREALE.LO7.r2.5RG00433360.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00433430	S.CEREALE.LO7.r2.5RG00433430	S.CEREALE.LO7.r2.5RG00433430.1	protein_coding	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00433450	S.CEREALE.LO7.r2.5RG00433450	S.CEREALE.LO7.r2.5RG00433450.1	protein_coding	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00433460	S.CEREALE.LO7.r2.5RG00433460	S.CEREALE.LO7.r2.5RG00433460.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00433460	S.CEREALE.LO7.r2.5RG00433460	S.CEREALE.LO7.r2.5RG00433460.2	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00433470	S.CEREALE.LO7.r2.5RG00433470	S.CEREALE.LO7.r2.5RG00433470.1	protein_coding	0	1	0	5	0	0	1	0	0	5	0	0	0	1	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00433480	S.CEREALE.LO7.r2.5RG00433480	S.CEREALE.LO7.r2.5RG00433480.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
S.CEREALE.LO7.r2.5RG00434170	S.CEREALE.LO7.r2.5RG00434170	S.CEREALE.LO7.r2.5RG00434170.1	protein_coding	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00434170	S.CEREALE.LO7.r2.5RG00434170	S.CEREALE.LO7.r2.5RG00434170.2	protein_coding	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00434180	S.CEREALE.LO7.r2.5RG00434180	S.CEREALE.LO7.r2.5RG00434180.1	protein_coding	0	0	2	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00434580	S.CEREALE.LO7.r2.5RG00434580	S.CEREALE.LO7.r2.5RG00434580.1	protein_coding	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00434580	S.CEREALE.LO7.r2.5RG00434580	S.CEREALE.LO7.r2.5RG00434580.2	protein_coding	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00434580	S.CEREALE.LO7.r2.5RG00434580	S.CEREALE.LO7.r2.5RG00434580.3	protein_coding	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00434600	S.CEREALE.LO7.r2.5RG00434600	S.CEREALE.LO7.r2.5RG00434600.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00434600	S.CEREALE.LO7.r2.5RG00434600	S.CEREALE.LO7.r2.5RG00434600.2	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00434620	S.CEREALE.LO7.r2.5RG00434620	S.CEREALE.LO7.r2.5RG00434620.1	protein_coding	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00434640	S.CEREALE.LO7.r2.5RG00434640	S.CEREALE.LO7.r2.5RG00434640.1	protein_coding	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.5RG00434640	S.CEREALE.LO7.r2.5RG00434640	S.CEREALE.LO7.r2.5RG00434640.2	protein_coding	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.5RG00434650	S.CEREALE.LO7.r2.5RG00434650	S.CEREALE.LO7.r2.5RG00434650.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00434700	S.CEREALE.LO7.r2.5RG00434700	S.CEREALE.LO7.r2.5RG00434700.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00434740	S.CEREALE.LO7.r2.5RG00434740	S.CEREALE.LO7.r2.5RG00434740.1	protein_coding	1	5	2	1	0	0	0	0	0	0	2	0	0	1	0	1	0	0	5	1
S.CEREALE.LO7.r2.5RG00434750	S.CEREALE.LO7.r2.5RG00434750	S.CEREALE.LO7.r2.5RG00434750.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00434780	S.CEREALE.LO7.r2.5RG00434780	S.CEREALE.LO7.r2.5RG00434780.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00434790	S.CEREALE.LO7.r2.5RG00434790	S.CEREALE.LO7.r2.5RG00434790.1	protein_coding	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00434800	S.CEREALE.LO7.r2.5RG00434800	S.CEREALE.LO7.r2.5RG00434800.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00434800	S.CEREALE.LO7.r2.5RG00434800	S.CEREALE.LO7.r2.5RG00434800.2	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00434810	S.CEREALE.LO7.r2.5RG00434810	S.CEREALE.LO7.r2.5RG00434810.1	protein_coding	0	1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00434820	S.CEREALE.LO7.r2.5RG00434820	S.CEREALE.LO7.r2.5RG00434820.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
S.CEREALE.LO7.r2.5RG00434960	S.CEREALE.LO7.r2.5RG00434960	S.CEREALE.LO7.r2.5RG00434960.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
S.CEREALE.LO7.r2.5RG00434970	S.CEREALE.LO7.r2.5RG00434970	S.CEREALE.LO7.r2.5RG00434970.1	protein_coding	0	2	5	4	0	0	0	4	0	0	5	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.5RG00434980	S.CEREALE.LO7.r2.5RG00434980	S.CEREALE.LO7.r2.5RG00434980.1	protein_coding	0	7	2	7	0	0	0	7	0	0	2	0	0	0	0	0	0	0	7	0
S.CEREALE.LO7.r2.5RG00435270	S.CEREALE.LO7.r2.5RG00435270	S.CEREALE.LO7.r2.5RG00435270.1	protein_coding	0	1	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3
S.CEREALE.LO7.r2.5RG00435270	S.CEREALE.LO7.r2.5RG00435270	S.CEREALE.LO7.r2.5RG00435270.2	protein_coding	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.5RG00435280	S.CEREALE.LO7.r2.5RG00435280	S.CEREALE.LO7.r2.5RG00435280.1	protein_coding	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
S.CEREALE.LO7.r2.5RG00435300	S.CEREALE.LO7.r2.5RG00435300	S.CEREALE.LO7.r2.5RG00435300.1	protein_coding	0	2	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.5RG00435310	S.CEREALE.LO7.r2.5RG00435310	S.CEREALE.LO7.r2.5RG00435310.1	protein_coding	0	0	4	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2
S.CEREALE.LO7.r2.5RG00435400	S.CEREALE.LO7.r2.5RG00435400	S.CEREALE.LO7.r2.5RG00435400.1	protein_coding	0	1	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00435400	S.CEREALE.LO7.r2.5RG00435400	S.CEREALE.LO7.r2.5RG00435400.2	protein_coding	0	1	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00435430	S.CEREALE.LO7.r2.5RG00435430	S.CEREALE.LO7.r2.5RG00435430.1	protein_coding	0	1	2	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00435470	S.CEREALE.LO7.r2.5RG00435470	S.CEREALE.LO7.r2.5RG00435470.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00435490	S.CEREALE.LO7.r2.5RG00435490	S.CEREALE.LO7.r2.5RG00435490.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
S.CEREALE.LO7.r2.5RG00435500	S.CEREALE.LO7.r2.5RG00435500	S.CEREALE.LO7.r2.5RG00435500.1	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00435550	S.CEREALE.LO7.r2.5RG00435550	S.CEREALE.LO7.r2.5RG00435550.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
S.CEREALE.LO7.r2.5RG00435560	S.CEREALE.LO7.r2.5RG00435560	S.CEREALE.LO7.r2.5RG00435560.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
S.CEREALE.LO7.r2.5RG00435570	S.CEREALE.LO7.r2.5RG00435570	S.CEREALE.LO7.r2.5RG00435570.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00435590	S.CEREALE.LO7.r2.5RG00435590	S.CEREALE.LO7.r2.5RG00435590.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
S.CEREALE.LO7.r2.5RG00435600	S.CEREALE.LO7.r2.5RG00435600	S.CEREALE.LO7.r2.5RG00435600.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00435600	S.CEREALE.LO7.r2.5RG00435600	S.CEREALE.LO7.r2.5RG00435600.2	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00435620	S.CEREALE.LO7.r2.5RG00435620	S.CEREALE.LO7.r2.5RG00435620.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
S.CEREALE.LO7.r2.5RG00435650	S.CEREALE.LO7.r2.5RG00435650	S.CEREALE.LO7.r2.5RG00435650.1	protein_coding	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00435660	S.CEREALE.LO7.r2.5RG00435660	S.CEREALE.LO7.r2.5RG00435660.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.5RG00435660	S.CEREALE.LO7.r2.5RG00435660	S.CEREALE.LO7.r2.5RG00435660.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.5RG00435690	S.CEREALE.LO7.r2.5RG00435690	S.CEREALE.LO7.r2.5RG00435690.1	protein_coding	0	1	1	5	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00435740	S.CEREALE.LO7.r2.5RG00435740	S.CEREALE.LO7.r2.5RG00435740.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
S.CEREALE.LO7.r2.5RG00435750	S.CEREALE.LO7.r2.5RG00435750	S.CEREALE.LO7.r2.5RG00435750.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
S.CEREALE.LO7.r2.5RG00435770	S.CEREALE.LO7.r2.5RG00435770	S.CEREALE.LO7.r2.5RG00435770.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
S.CEREALE.LO7.r2.5RG00435780	S.CEREALE.LO7.r2.5RG00435780	S.CEREALE.LO7.r2.5RG00435780.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
S.CEREALE.LO7.r2.5RG00435880	S.CEREALE.LO7.r2.5RG00435880	S.CEREALE.LO7.r2.5RG00435880.1	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00436070	S.CEREALE.LO7.r2.5RG00436070	S.CEREALE.LO7.r2.5RG00436070.1	protein_coding	0	1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00436080	S.CEREALE.LO7.r2.5RG00436080	S.CEREALE.LO7.r2.5RG00436080.1	protein_coding	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00436080	S.CEREALE.LO7.r2.5RG00436080	S.CEREALE.LO7.r2.5RG00436080.2	protein_coding	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00436190	S.CEREALE.LO7.r2.5RG00436190	S.CEREALE.LO7.r2.5RG00436190.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00436190	S.CEREALE.LO7.r2.5RG00436190	S.CEREALE.LO7.r2.5RG00436190.2	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00436200	S.CEREALE.LO7.r2.5RG00436200	S.CEREALE.LO7.r2.5RG00436200.1	protein_coding	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00436200	S.CEREALE.LO7.r2.5RG00436200	S.CEREALE.LO7.r2.5RG00436200.2	protein_coding	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00436210	S.CEREALE.LO7.r2.5RG00436210	S.CEREALE.LO7.r2.5RG00436210.1	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00436210	S.CEREALE.LO7.r2.5RG00436210	S.CEREALE.LO7.r2.5RG00436210.2	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00436220	S.CEREALE.LO7.r2.5RG00436220	S.CEREALE.LO7.r2.5RG00436220.1	protein_coding	0	4	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.5RG00436230	S.CEREALE.LO7.r2.5RG00436230	S.CEREALE.LO7.r2.5RG00436230.1	protein_coding	0	0	0	9	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00436230	S.CEREALE.LO7.r2.5RG00436230	S.CEREALE.LO7.r2.5RG00436230.2	protein_coding	0	0	0	9	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00436420	S.CEREALE.LO7.r2.5RG00436420	S.CEREALE.LO7.r2.5RG00436420.1	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00436430	S.CEREALE.LO7.r2.5RG00436430	S.CEREALE.LO7.r2.5RG00436430.1	protein_coding	0	4	1	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	10
S.CEREALE.LO7.r2.5RG00436440	S.CEREALE.LO7.r2.5RG00436440	S.CEREALE.LO7.r2.5RG00436440.1	protein_coding	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14
S.CEREALE.LO7.r2.5RG00436610	S.CEREALE.LO7.r2.5RG00436610	S.CEREALE.LO7.r2.5RG00436610.1	protein_coding	0	0	0	20	0	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00436620	S.CEREALE.LO7.r2.5RG00436620	S.CEREALE.LO7.r2.5RG00436620.1	protein_coding	0	5	8	7	0	0	0	7	0	0	8	0	0	0	0	0	0	0	5	0
S.CEREALE.LO7.r2.5RG00436630	S.CEREALE.LO7.r2.5RG00436630	S.CEREALE.LO7.r2.5RG00436630.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
S.CEREALE.LO7.r2.5RG00436650	S.CEREALE.LO7.r2.5RG00436650	S.CEREALE.LO7.r2.5RG00436650.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00436660	S.CEREALE.LO7.r2.5RG00436660	S.CEREALE.LO7.r2.5RG00436660.1	protein_coding	0	1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00436670	S.CEREALE.LO7.r2.5RG00436670	S.CEREALE.LO7.r2.5RG00436670.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
S.CEREALE.LO7.r2.5RG00436990	S.CEREALE.LO7.r2.5RG00436990	S.CEREALE.LO7.r2.5RG00436990.1	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00437000	S.CEREALE.LO7.r2.5RG00437000	S.CEREALE.LO7.r2.5RG00437000.1	protein_coding	0	1	3	2	0	0	1	1	0	0	3	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00437010	S.CEREALE.LO7.r2.5RG00437010	S.CEREALE.LO7.r2.5RG00437010.1	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
S.CEREALE.LO7.r2.5RG00437010	S.CEREALE.LO7.r2.5RG00437010	S.CEREALE.LO7.r2.5RG00437010.2	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
S.CEREALE.LO7.r2.5RG00437020	S.CEREALE.LO7.r2.5RG00437020	S.CEREALE.LO7.r2.5RG00437020.1	protein_coding	0	4	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.5RG00437090	S.CEREALE.LO7.r2.5RG00437090	S.CEREALE.LO7.r2.5RG00437090.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00437090	S.CEREALE.LO7.r2.5RG00437090	S.CEREALE.LO7.r2.5RG00437090.2	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00437090	S.CEREALE.LO7.r2.5RG00437090	S.CEREALE.LO7.r2.5RG00437090.3	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00437100	S.CEREALE.LO7.r2.5RG00437100	S.CEREALE.LO7.r2.5RG00437100.1	protein_coding	0	4	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.5RG00437120	S.CEREALE.LO7.r2.5RG00437120	S.CEREALE.LO7.r2.5RG00437120.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00437130	S.CEREALE.LO7.r2.5RG00437130	S.CEREALE.LO7.r2.5RG00437130.1	protein_coding	0	1	3	2	0	0	0	0	0	2	3	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00437170	S.CEREALE.LO7.r2.5RG00437170	S.CEREALE.LO7.r2.5RG00437170.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00437180	S.CEREALE.LO7.r2.5RG00437180	S.CEREALE.LO7.r2.5RG00437180.1	protein_coding	0	3	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.5RG00437280	S.CEREALE.LO7.r2.5RG00437280	S.CEREALE.LO7.r2.5RG00437280.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00437290	S.CEREALE.LO7.r2.5RG00437290	S.CEREALE.LO7.r2.5RG00437290.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00437300	S.CEREALE.LO7.r2.5RG00437300	S.CEREALE.LO7.r2.5RG00437300.1	protein_coding	0	1	0	2	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00437660	S.CEREALE.LO7.r2.5RG00437660	S.CEREALE.LO7.r2.5RG00437660.1	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00437690	S.CEREALE.LO7.r2.5RG00437690	S.CEREALE.LO7.r2.5RG00437690.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00437690	S.CEREALE.LO7.r2.5RG00437690	S.CEREALE.LO7.r2.5RG00437690.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00437700	S.CEREALE.LO7.r2.5RG00437700	S.CEREALE.LO7.r2.5RG00437700.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.5RG00437710	S.CEREALE.LO7.r2.5RG00437710	S.CEREALE.LO7.r2.5RG00437710.1	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.5RG00437730	S.CEREALE.LO7.r2.5RG00437730	S.CEREALE.LO7.r2.5RG00437730.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00437740	S.CEREALE.LO7.r2.5RG00437740	S.CEREALE.LO7.r2.5RG00437740.1	protein_coding	0	1	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00437800	S.CEREALE.LO7.r2.5RG00437800	S.CEREALE.LO7.r2.5RG00437800.1	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.5RG00437890	S.CEREALE.LO7.r2.5RG00437890	S.CEREALE.LO7.r2.5RG00437890.1	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00437940	S.CEREALE.LO7.r2.5RG00437940	S.CEREALE.LO7.r2.5RG00437940.1	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
S.CEREALE.LO7.r2.5RG00437950	S.CEREALE.LO7.r2.5RG00437950	S.CEREALE.LO7.r2.5RG00437950.1	protein_coding	0	3	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.5RG00437960	S.CEREALE.LO7.r2.5RG00437960	S.CEREALE.LO7.r2.5RG00437960.1	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
S.CEREALE.LO7.r2.5RG00437990	S.CEREALE.LO7.r2.5RG00437990	S.CEREALE.LO7.r2.5RG00437990.1	protein_coding	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.5RG00437990	S.CEREALE.LO7.r2.5RG00437990	S.CEREALE.LO7.r2.5RG00437990.2	protein_coding	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.5RG00438000	S.CEREALE.LO7.r2.5RG00438000	S.CEREALE.LO7.r2.5RG00438000.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
S.CEREALE.LO7.r2.5RG00438110	S.CEREALE.LO7.r2.5RG00438110	S.CEREALE.LO7.r2.5RG00438110.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00438110	S.CEREALE.LO7.r2.5RG00438110	S.CEREALE.LO7.r2.5RG00438110.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
